Starting 30 workers... Done!
Preparing workers... Done!
Distribution: t=0.0 Uniform UNR, L: 128          
Searching for loose files... Done! Running workers...                            
0%, Active workers: 18, Completed tasks: 0.
28%, Active workers: 30, Completed tasks: 132.
29%, Active workers: 30, Completed tasks: 134.
30%, Active workers: 30, Completed tasks: 134.
31%, Active workers: 30, Completed tasks: 135.
32%, Active workers: 30, Completed tasks: 139.
33%, Active workers: 30, Completed tasks: 153.
34%, Active workers: 30, Completed tasks: 158.
35%, Active workers: 30, Completed tasks: 164.
36%, Active workers: 30, Completed tasks: 164.
37%, Active workers: 30, Completed tasks: 165.
38%, Active workers: 30, Completed tasks: 170.
39%, Active workers: 30, Completed tasks: 182.
40%, Active workers: 30, Completed tasks: 188.
41%, Active workers: 30, Completed tasks: 192.
42%, Active workers: 30, Completed tasks: 195.
43%, Active workers: 30, Completed tasks: 195.
44%, Active workers: 30, Completed tasks: 204.
45%, Active workers: 30, Completed tasks: 208.
46%, Active workers: 30, Completed tasks: 213.
47%, Active workers: 30, Completed tasks: 220.
48%, Active workers: 30, Completed tasks: 226.
49%, Active workers: 30, Completed tasks: 231.
50%, Active workers: 30, Completed tasks: 237.
51%, Active workers: 30, Completed tasks: 239.
52%, Active workers: 30, Completed tasks: 241.
53%, Active workers: 30, Completed tasks: 249.
54%, Active workers: 30, Completed tasks: 255.
55%, Active workers: 30, Completed tasks: 264.
56%, Active workers: 30, Completed tasks: 267.
57%, Active workers: 30, Completed tasks: 268.
58%, Active workers: 30, Completed tasks: 269.
59%, Active workers: 30, Completed tasks: 277.
60%, Active workers: 30, Completed tasks: 286.
61%, Active workers: 30, Completed tasks: 297.
62%, Active workers: 30, Completed tasks: 298.
63%, Active workers: 30, Completed tasks: 298.
64%, Active workers: 30, Completed tasks: 299.
65%, Active workers: 30, Completed tasks: 309.
66%, Active workers: 30, Completed tasks: 316.
67%, Active workers: 30, Completed tasks: 327.
68%, Active workers: 30, Completed tasks: 328.
69%, Active workers: 30, Completed tasks: 328.
70%, Active workers: 30, Completed tasks: 330.
71%, Active workers: 30, Completed tasks: 336.
72%, Active workers: 30, Completed tasks: 348.
73%, Active workers: 30, Completed tasks: 352.
74%, Active workers: 30, Completed tasks: 357.
75%, Active workers: 30, Completed tasks: 359.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 368.
78%, Active workers: 30, Completed tasks: 374.
79%, Active workers: 30, Completed tasks: 381.
80%, Active workers: 30, Completed tasks: 385.
81%, Active workers: 30, Completed tasks: 391.
82%, Active workers: 30, Completed tasks: 396.
83%, Active workers: 30, Completed tasks: 399.
84%, Active workers: 30, Completed tasks: 402.
85%, Active workers: 29, Completed tasks: 408.
86%, Active workers: 27, Completed tasks: 415.
87%, Active workers: 26, Completed tasks: 424.
88%, Active workers: 25, Completed tasks: 429.
89%, Active workers: 22, Completed tasks: 432.
90%, Active workers: 21, Completed tasks: 435.
91%, Active workers: 17, Completed tasks: 446.
92%, Active workers: 16, Completed tasks: 453.
93%, Active workers: 16, Completed tasks: 455.
94%, Active workers: 16, Completed tasks: 463.
95%, Active workers: 16, Completed tasks: 468.
96%, Active workers: 16, Completed tasks: 470.
97%, Active workers: 16, Completed tasks: 477.
98%, Active workers: 16, Completed tasks: 482.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.25 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 26, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 1.
6%, Active workers: 30, Completed tasks: 14.
7%, Active workers: 30, Completed tasks: 27.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 38.
12%, Active workers: 30, Completed tasks: 44.
13%, Active workers: 30, Completed tasks: 47.
14%, Active workers: 30, Completed tasks: 58.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 67.
17%, Active workers: 30, Completed tasks: 74.
18%, Active workers: 30, Completed tasks: 74.
19%, Active workers: 30, Completed tasks: 76.
20%, Active workers: 30, Completed tasks: 79.
21%, Active workers: 30, Completed tasks: 91.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 104.
24%, Active workers: 30, Completed tasks: 104.
25%, Active workers: 30, Completed tasks: 104.
26%, Active workers: 30, Completed tasks: 107.
27%, Active workers: 30, Completed tasks: 119.
28%, Active workers: 30, Completed tasks: 133.
29%, Active workers: 30, Completed tasks: 134.
30%, Active workers: 30, Completed tasks: 134.
31%, Active workers: 30, Completed tasks: 134.
32%, Active workers: 30, Completed tasks: 138.
33%, Active workers: 30, Completed tasks: 152.
34%, Active workers: 30, Completed tasks: 163.
35%, Active workers: 30, Completed tasks: 164.
36%, Active workers: 30, Completed tasks: 164.
37%, Active workers: 30, Completed tasks: 164.
38%, Active workers: 30, Completed tasks: 170.
39%, Active workers: 30, Completed tasks: 181.
40%, Active workers: 30, Completed tasks: 194.
41%, Active workers: 30, Completed tasks: 194.
42%, Active workers: 30, Completed tasks: 194.
43%, Active workers: 30, Completed tasks: 194.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 211.
46%, Active workers: 30, Completed tasks: 219.
47%, Active workers: 30, Completed tasks: 224.
48%, Active workers: 30, Completed tasks: 224.
49%, Active workers: 30, Completed tasks: 226.
50%, Active workers: 30, Completed tasks: 235.
51%, Active workers: 30, Completed tasks: 240.
52%, Active workers: 30, Completed tasks: 245.
53%, Active workers: 30, Completed tasks: 251.
54%, Active workers: 30, Completed tasks: 254.
55%, Active workers: 30, Completed tasks: 260.
56%, Active workers: 30, Completed tasks: 267.
57%, Active workers: 30, Completed tasks: 269.
58%, Active workers: 30, Completed tasks: 273.
59%, Active workers: 30, Completed tasks: 277.
60%, Active workers: 30, Completed tasks: 284.
61%, Active workers: 30, Completed tasks: 296.
62%, Active workers: 30, Completed tasks: 298.
63%, Active workers: 30, Completed tasks: 298.
64%, Active workers: 30, Completed tasks: 301.
65%, Active workers: 30, Completed tasks: 305.
66%, Active workers: 30, Completed tasks: 319.
67%, Active workers: 30, Completed tasks: 327.
68%, Active workers: 30, Completed tasks: 328.
69%, Active workers: 30, Completed tasks: 328.
70%, Active workers: 30, Completed tasks: 328.
71%, Active workers: 30, Completed tasks: 337.
72%, Active workers: 30, Completed tasks: 348.
73%, Active workers: 30, Completed tasks: 355.
74%, Active workers: 30, Completed tasks: 358.
75%, Active workers: 30, Completed tasks: 358.
76%, Active workers: 30, Completed tasks: 358.
77%, Active workers: 30, Completed tasks: 371.
78%, Active workers: 30, Completed tasks: 376.
79%, Active workers: 30, Completed tasks: 382.
80%, Active workers: 30, Completed tasks: 387.
81%, Active workers: 30, Completed tasks: 388.
82%, Active workers: 30, Completed tasks: 393.
83%, Active workers: 30, Completed tasks: 400.
84%, Active workers: 30, Completed tasks: 406.
85%, Active workers: 30, Completed tasks: 409.
86%, Active workers: 30, Completed tasks: 415.
87%, Active workers: 27, Completed tasks: 421.
88%, Active workers: 23, Completed tasks: 430.
89%, Active workers: 23, Completed tasks: 432.
90%, Active workers: 22, Completed tasks: 436.
91%, Active workers: 19, Completed tasks: 444.
92%, Active workers: 17, Completed tasks: 453.
93%, Active workers: 16, Completed tasks: 455.
94%, Active workers: 16, Completed tasks: 461.
95%, Active workers: 16, Completed tasks: 470.
96%, Active workers: 16, Completed tasks: 470.
97%, Active workers: 16, Completed tasks: 478.
98%, Active workers: 14, Completed tasks: 484.
99%, Active workers: 13, Completed tasks: 487.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.3 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 28, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 13.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 42.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 42.
14%, Active workers: 30, Completed tasks: 53.
15%, Active workers: 30, Completed tasks: 61.
16%, Active workers: 30, Completed tasks: 72.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 72.
20%, Active workers: 30, Completed tasks: 83.
21%, Active workers: 30, Completed tasks: 88.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 107.
26%, Active workers: 30, Completed tasks: 114.
27%, Active workers: 30, Completed tasks: 114.
28%, Active workers: 30, Completed tasks: 120.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 144.
32%, Active workers: 30, Completed tasks: 144.
33%, Active workers: 30, Completed tasks: 144.
34%, Active workers: 30, Completed tasks: 144.
35%, Active workers: 30, Completed tasks: 164.
36%, Active workers: 30, Completed tasks: 174.
37%, Active workers: 30, Completed tasks: 174.
38%, Active workers: 30, Completed tasks: 174.
39%, Active workers: 30, Completed tasks: 174.
40%, Active workers: 30, Completed tasks: 185.
41%, Active workers: 30, Completed tasks: 186.
42%, Active workers: 30, Completed tasks: 193.
43%, Active workers: 30, Completed tasks: 204.
44%, Active workers: 30, Completed tasks: 204.
45%, Active workers: 30, Completed tasks: 212.
46%, Active workers: 30, Completed tasks: 216.
47%, Active workers: 30, Completed tasks: 216.
48%, Active workers: 30, Completed tasks: 216.
49%, Active workers: 30, Completed tasks: 222.
50%, Active workers: 30, Completed tasks: 246.
51%, Active workers: 30, Completed tasks: 246.
52%, Active workers: 30, Completed tasks: 246.
53%, Active workers: 30, Completed tasks: 246.
54%, Active workers: 30, Completed tasks: 246.
55%, Active workers: 30, Completed tasks: 259.
56%, Active workers: 30, Completed tasks: 262.
57%, Active workers: 30, Completed tasks: 276.
58%, Active workers: 30, Completed tasks: 276.
59%, Active workers: 30, Completed tasks: 276.
60%, Active workers: 30, Completed tasks: 286.
61%, Active workers: 30, Completed tasks: 288.
62%, Active workers: 30, Completed tasks: 290.
63%, Active workers: 30, Completed tasks: 299.
64%, Active workers: 30, Completed tasks: 306.
65%, Active workers: 30, Completed tasks: 306.
66%, Active workers: 30, Completed tasks: 318.
67%, Active workers: 30, Completed tasks: 318.
68%, Active workers: 30, Completed tasks: 319.
69%, Active workers: 30, Completed tasks: 321.
70%, Active workers: 30, Completed tasks: 343.
71%, Active workers: 30, Completed tasks: 347.
72%, Active workers: 30, Completed tasks: 348.
73%, Active workers: 30, Completed tasks: 348.
74%, Active workers: 30, Completed tasks: 348.
75%, Active workers: 30, Completed tasks: 353.
76%, Active workers: 30, Completed tasks: 365.
77%, Active workers: 30, Completed tasks: 377.
78%, Active workers: 30, Completed tasks: 377.
79%, Active workers: 30, Completed tasks: 378.
80%, Active workers: 30, Completed tasks: 378.
81%, Active workers: 25, Completed tasks: 390.
82%, Active workers: 25, Completed tasks: 394.
83%, Active workers: 25, Completed tasks: 405.
84%, Active workers: 25, Completed tasks: 407.
85%, Active workers: 18, Completed tasks: 414.
86%, Active workers: 18, Completed tasks: 417.
87%, Active workers: 18, Completed tasks: 430.
88%, Active workers: 18, Completed tasks: 432.
89%, Active workers: 18, Completed tasks: 433.
90%, Active workers: 18, Completed tasks: 438.
91%, Active workers: 18, Completed tasks: 450.
92%, Active workers: 18, Completed tasks: 450.
93%, Active workers: 18, Completed tasks: 452.
94%, Active workers: 18, Completed tasks: 461.
95%, Active workers: 18, Completed tasks: 468.
96%, Active workers: 18, Completed tasks: 469.
97%, Active workers: 17, Completed tasks: 472.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 13, Completed tasks: 487.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.3 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 29.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 42.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 61.
16%, Active workers: 30, Completed tasks: 71.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 77.
21%, Active workers: 30, Completed tasks: 100.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 102.
26%, Active workers: 30, Completed tasks: 113.
27%, Active workers: 30, Completed tasks: 118.
28%, Active workers: 30, Completed tasks: 130.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 135.
31%, Active workers: 30, Completed tasks: 142.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 144.
34%, Active workers: 30, Completed tasks: 149.
35%, Active workers: 30, Completed tasks: 164.
36%, Active workers: 30, Completed tasks: 172.
37%, Active workers: 30, Completed tasks: 172.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 172.
40%, Active workers: 30, Completed tasks: 178.
41%, Active workers: 30, Completed tasks: 194.
